Line,Speaker,Text,Date,Party,Location,URL
404,Clinton,"Well, let me say I think we did a great deal to help the Libyan people after Qadafi's demise. And here's what we did. We helped them hold two successful elections, something that is not easy, which they did very well because they had a pent up desire to try to chart their own future after 42 years of dictatorship. I was very proud of that. We got rid of the chemical weapons stockpile that Qadafi had, getting it out of Libya, getting it away from militias or terrorist groups. We also worked to help them set up their government. We sent a lot of American experts there. We offered to help them secure their borders, to train a new military. They, at the end, when it came to security issues, Wolf, did not want troops from any other country, not just us, European or other countries, in Libya. And so we were caught in a very difficult position. They could not provide security on their own, which we could see and we told them that, but they didn't want to have others helping to provide that security. And the result has been a clash between different parts of the country, terrorists taking up some locations in the country. And we can't walk away from that. We need to be working with European and Arab partners...",4/14/16,Democratic,"Brooklyn, New York",http://www.presidency.ucsb.edu/ws/index.php?pid=116995
406,Clinton,"...with the United Nations in order to continue to try to support them. The Libyan people deserve a chance at democracy and self- government. And I, as president, will keep trying to give that to them",4/14/16,Democratic,"Brooklyn, New York",http://www.presidency.ucsb.edu/ws/index.php?pid=116995
418,Clinton,"Yes, well,",4/14/16,Democratic,"Brooklyn, New York",http://www.presidency.ucsb.edu/ws/index.php?pid=116995
421,Clinton,"...I -- I would just point out that there was a vote in the Senate as to whether or not the United States should support the efforts by the Libyan people to protect themselves against the threats, the genocidal threats coming from Gadhafi, and whether we should go to the United Nations to seek Security Council support. Senator sanders voted for that, and that's exactly what we did.",4/14/16,Democratic,"Brooklyn, New York",http://www.presidency.ucsb.edu/ws/index.php?pid=116995
424,Clinton,"We went to the United Nations -- yes, he did. We went to the United Nations Security Council. We got support from the Security Council. And we then supported the efforts of our European and Arab allies and partners. This was a request made to our government by the Europeans and by the Arabs because of their great fear of what chaos in Syria would do to them. And if you want to know what chaos does, not just to the people inside but the people on the borders, look at Syria. Nobody stood up to Assad and removed him, and we have had a far greater disaster in Syria than we are currently dealing with right now in Libya.",4/14/16,Democratic,"Brooklyn, New York",http://www.presidency.ucsb.edu/ws/index.php?pid=116995
429,Clinton,"Well, that isn't...",4/14/16,Democratic,"Brooklyn, New York",http://www.presidency.ucsb.edu/ws/index.php?pid=116995
432,Clinton,"There was also in that a reference to the Security Council, and I know you're not shy when you oppose something, Senator. So, yes, it was unanimous. That's exactly right, including you. And what we did was to try to provide support for our European and Arab allies and partners. The decision was the president's. Did I do the due diligence? Did I talk to everybody I could talk to? Did I visit every capital and then report back to the president? Yes, I did. That's what a secretary of state does. But at the end of the day, those are the decisions that are made by the president to in any way use American military power. And the president made that decision. And, yes, we did try without success because of the Libyans' obstruction to our efforts, but we did try and we will continue to try to help the Libyan people.",4/14/16,Democratic,"Brooklyn, New York",http://www.presidency.ucsb.edu/ws/index.php?pid=116995
435,Clinton,"Well, I think Senator Sanders has just reinforced my point. Yes, when I was secretary of state I did urge, along with the Department of Defense and the CIA that we seek out, vet, and train, and arm Syrian opposition figures so that they could defend themselves against Assad. The president said no. Now, that's how it works. People who work for the president make recommendations and then the president makes the decision. So I think it's only fair to look at where we are in Syria today. And, yes, I do still support a no-fly zone because I think we need to put in safe havens for those poor Syrians who are fleeing both Assad and ISIS and have some place that they can be safe.",4/14/16,Democratic,"Brooklyn, New York",http://www.presidency.ucsb.edu/ws/index.php?pid=116995
444,Clinton,"I support our continuing involvement in NATO. And it is important to ask for our NATO allies to pay more of the cost. There is a requirement that they should be doing so, and I believe that needs to be enforced. But there's a larger question here. NATO has been the most successful military alliance in probably human history. It has bound together across the Atlantic countries that are democracies, that have many of the same values and interests, and now we need to modernize it and move it into the 21st century to serve as that head of our defense operations in Europe when it comes to terrorism and other threats that we face. So...",4/14/16,Democratic,"Brooklyn, New York",http://www.presidency.ucsb.edu/ws/index.php?pid=116995
446,Clinton,"... yes, of course they should be paying more, but that doesn't mean if they don't we leave, because I don't think that's in America's interests.",4/14/16,Democratic,"Brooklyn, New York",http://www.presidency.ucsb.edu/ws/index.php?pid=116995
448,Clinton,"I will stay in NATO. I will stay in NATO, and we will continue to look for missions and other kinds of programs that they will support. Remember, NATO was with us in Afghanistan. Most of the member countries also lost soldiers and civilians in Afghanistan. They came to our rallying defense after 9/11. That meant a lot. And, yes, we have to work out the financial aspects of it, but let's not forget what's really happening. With Russia being more aggressive, making all kinds of intimidating moves toward the Baltic countries, we've seen what they've done in Eastern Ukraine, we know how they want to rewrite the map of Europe, it is not in our interests. Think of how much it would cost if Russia's aggression were not deterred because NATO was there on the front lines making it clear they could not move forward.",4/14/16,Democratic,"Brooklyn, New York",http://www.presidency.ucsb.edu/ws/index.php?pid=116995
466,Clinton,I negotiated the cease-fire between Israel and Hamas in November of 2012. I did it in concert with...,4/14/16,Democratic,"Brooklyn, New York",http://www.presidency.ucsb.edu/ws/index.php?pid=116995
468,Clinton,"President Abbas of the Palestinian authority based in Ramallah, I did it with the then Muslim Brotherhood President, Morsi, based in Cairo, working closely with Prime Minister Netanyahu and the Israeli cabinet. I can tell you right now I have been there with Israeli officials going back more than 25 years that they do not seek this kind of attacks. They do not invite the rockets raining down on their towns and villages.",4/14/16,Democratic,"Brooklyn, New York",http://www.presidency.ucsb.edu/ws/index.php?pid=116995
470,Clinton,"They do not believe that there should be a constant incitement by Hamas aided and abetted by Iran against Israel. And, so when it came time after they had taken the incoming rockets, taken the assaults and ambushes on their soldiers and they called and told me, I was in Cambodia, that they were getting ready to have to invade Gaza again because they couldn't find anybody to talk to tell them to stop it, I flew all night, I got there, I negotiated that. So, I don't know how you run a country when you are under constant threat, terrorist tact, rockets coming at you. You have a right to defend yourself.",4/14/16,Democratic,"Brooklyn, New York",http://www.presidency.ucsb.edu/ws/index.php?pid=116995
